JobID,Job Title,Salary Estimate,NumberofReviews,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,CompanyType,Industry,Sector,Revenue,Competitors,Easy Apply,No.OFApplicants
990,Data Analyst,$53K-$94K (Glassdoor est.),193,-1,Door Sales & Installations,"Tempe, AZ",-1,-1,-1,-1,Type 9,-1,-1,-1,-1,-1,256
991,"Data Analyst, Marketing",$53K-$94K (Glassdoor est.),109,4.6,"National Education Partners
4.6","Scottsdale, AZ","Scottsdale, AZ",201 to 500 employees,2019,Company - Private,Type 8,Colleges & Universities,Education,$100 to $500 million (USD),-1,-1,428
992,Data Control Business Analyst,$53K-$94K (Glassdoor est.),51,3.1,"MUFG
3.1","Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Type 4,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,271
993,Network Security System/Data Analyst,$53K-$94K (Glassdoor est.),183,3.1,"MUFG
3.1","Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Type 1,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,673
994,"Data Center Services Analyst I, II, III, or Senior",$53K-$94K (Glassdoor est.),173,3.4,"Alaska USA
3.4","Glendale, AZ","Anchorage, AK",1001 to 5000 employees,1948,Other Organization,Type 7,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1,-1,388
995,Data Analyst,$53K-$94K (Glassdoor est.),153,2.9,"The Paragon Group
2.9","Scottsdale, AZ","SUNDERLAND, United Kingdom",1001 to 5000 employees,1985,Company - Public,Type 8,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),-1,-1,747
996,Central Flow Data Analyst,$53K-$94K (Glassdoor est.),196,3.9,"Amazon
3.9","Tempe, AZ","Seattle, WA",10000+ employees,1994,Company - Public,Type 6,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",-1,179
997,"Data Center Services Analyst I, II, III, or Senior",$53K-$94K (Glassdoor est.),145,-1,AlaskaUSA Mortgage Company,"Glendale, AZ",-1,-1,-1,-1,Type 8,-1,-1,-1,-1,-1,714
998,Data Analyst - Data Science and Analytics,$46K-$102K (Glassdoor est.),92,-1,MLWIZ Team,"Phoenix, AZ","North Brunswick, NJ",1 to 50 employees,-1,Company - Private,Type 4,-1,-1,Unknown / Non-Applicable,-1,-1,307
999,Data Analyst,$46K-$102K (Glassdoor est.),103,4.3,"Net Orbit Inc
4.3","Tempe, AZ","Tempe, AZ",501 to 1000 employees,-1,Company - Private,Type 3,-1,-1,Unknown / Non-Applicable,-1,-1,70
1000,Data Programmer/Analyst,$46K-$102K (Glassdoor est.),76,4.3,"Arizona State University
4.3","Tempe, AZ","Tempe, AZ",5001 to 10000 employees,1885,College / University,Type 8,Colleges & Universities,Education,$1 to $2 billion (USD),-1,-1,889
1001,Master Data Operation Analyst,$46K-$102K (Glassdoor est.),181,3.6,"PK
3.6","Phoenix, AZ","Portland, OR",1001 to 5000 employees,2004,Company - Private,Type 1,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,450
1002,Data Reporting Analyst,$46K-$102K (Glassdoor est.),142,3.9,"Mondo
3.9","Phoenix, AZ","New York, NY",51 to 200 employees,2000,Company - Private,Type 8,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,27
1003,Data Quality Analyst,$46K-$102K (Glassdoor est.),200,3.8,"IntraEdge
3.8","Tempe, AZ","Chandler, AZ",501 to 1000 employees,2002,Company - Private,Type 3,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,367
1004,Analyst (Global Data and Analytics),$46K-$102K (Glassdoor est.),69,2.9,"Circle K Stores, Inc.
2.9","Tempe, AZ","Tempe, AZ",10000+ employees,1951,Company - Public,Type 5,Gas Stations,Retail,$2 to $5 billion (USD),-1,-1,954
1005,Senior Business Intelligence Data Analyst,$46K-$102K (Glassdoor est.),164,3.4,"Shamrock Foods
3.4","Phoenix, AZ","Phoenix, AZ",1001 to 5000 employees,1922,Company - Private,Type 6,Food & Beverage Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,-1,391
1006,Senior Data Analyst,$46K-$102K (Glassdoor est.),68,3.4,"Tech Finders
3.4","Phoenix, AZ","Phoenix, AZ",1 to 50 employees,1998,Company - Private,Type 2,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,951
1007,System Analyst/Data Analyst/ Data Governance Analyst/ Collibra,$46K-$102K (Glassdoor est.),163,3.7,"Infotree Service Inc
3.7","Chandler, AZ","Canton, MI",51 to 200 employees,2004,Company - Private,Type 8,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,-1,895
1008,Automotive Data Analyst,$46K-$102K (Glassdoor est.),123,3.1,"O'Reilly Automotive
3.1","Phoenix, AZ","Springfield, MO",10000+ employees,1957,Company - Public,Type 5,Automotive Parts & Accessories Stores,Retail,$5 to $10 billion (USD),"Advance Auto Parts, AutoZone, NAPA Auto Parts",-1,238
1009,Reporting & Data Analyst,$46K-$102K (Glassdoor est.),108,-1,Sanford Federal,"Phoenix, AZ","Sanford, VA",Unknown,-1,Company - Private,Type 7,-1,-1,Unknown / Non-Applicable,-1,-1,325
1010,Data/Business Analyst,$46K-$102K (Glassdoor est.),161,3.1,"Uhaul
3.1","Phoenix, AZ","Reno, NV",10000+ employees,1945,Company - Public,Type 2,Truck Rental & Leasing,Transportation & Logistics,$10+ billion (USD),-1,-1,782
1011,Data Quality (DQ) Problem Management Analyst,$46K-$102K (Glassdoor est.),156,3.1,"MUFG
3.1","Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Type 7,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,341
1012,Statistician/Data Analyst/SQL Coder,$46K-$102K (Glassdoor est.),114,2.5,"Matrix Medical Network
2.5","Scottsdale, AZ","Scottsdale, AZ",1001 to 5000 employees,2001,Company - Private,Type 5,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,162
1013,Business Data Analyst - I,$46K-$102K (Glassdoor est.),134,2.5,"Avacend, Inc.
2.5","Tempe, AZ","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Type 8,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,25
1014,Technology Analyst | Data Management - Data Integration | Informatica,$46K-$102K (Glassdoor est.),108,3.9,"Kaygen Inc.
3.9","Phoenix, AZ","Irvine, CA",1 to 50 employees,-1,Company - Private,Type 7,Consulting,Business Services,$1 to $5 million (USD),-1,-1,743
1015,Senior Data Analyst w/ Collibra,$46K-$102K (Glassdoor est.),168,5,"Nucleusteq
5.0","Phoenix, AZ","Phoenix, AZ",201 to 500 employees,2018,Company - Private,Type 1,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,959
1016,SYSTEMS and DATA ANALYST,$46K-$102K (Glassdoor est.),152,-1,Isaac Elementary School District #5,"Phoenix, AZ",-1,-1,-1,-1,Type 4,-1,-1,-1,-1,-1,674
1017,Data Modeler / Analyst with Data Steward,$46K-$102K (Glassdoor est.),112,4.5,"Strategic Systems
4.5","Tempe, AZ","Dublin, OH",201 to 500 employees,2004,Company - Private,Type 8,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,647
1018,SQL Data Analyst,$46K-$102K (Glassdoor est.),172,3.3,"Edupoint
3.3","Mesa, AZ","Irvine, CA",1 to 50 employees,-1,Company - Private,Type 9,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),-1,-1,107
1019,Data Analyst - Financial Advisor Services,$46K-$102K (Glassdoor est.),152,3.2,"Vanguard
3.2","Scottsdale, AZ","Malvern, PA",10000+ employees,1975,Company - Private,Type 7,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"Charles Schwab, Fidelity Investments, Edward Jones",-1,380
1020,Marketing Data Analyst,$46K-$102K (Glassdoor est.),79,3.5,"Efinancial
3.5","Tempe, AZ","Bellevue, WA",201 to 500 employees,2001,Company - Private,Type 9,Insurance Agencies & Brokerages,Insurance,$50 to $100 million (USD),-1,-1,413
1021,CLINICAL DATA ANALYST,$46K-$102K (Glassdoor est.),181,3,"Envision Healthcare
3.0","Phoenix, AZ","Nashville, TN",10000+ employees,2005,Company - Private,Type 4,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,512
1022,Senior Data Analyst,$46K-$102K (Glassdoor est.),122,-1,Bartech Group,"Chandler, AZ","South Holland, IL",51 to 200 employees,-1,Company - Private,Type 7,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,-1,-1,669
1023,CLINICAL DATA ANALYST,$46K-$102K (Glassdoor est.),50,3.6,"Envision Physician Services
3.6","Phoenix, AZ","Nashville, TN",10000+ employees,-1,Company - Private,Type 4,-1,-1,Unknown / Non-Applicable,-1,-1,732
1024,Senior Data and Reporting Analyst,$46K-$102K (Glassdoor est.),146,4,"Saviance Technologies
4.0","Phoenix, AZ","Metuchen, NJ",201 to 500 employees,1999,Company - Private,Type 5,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,91
1025,Data analyst,$46K-$102K (Glassdoor est.),198,3.5,"Atos Syntel Inc.
3.5","Phoenix, AZ","Troy, MI",10000+ employees,1980,Subsidiary or Business Segment,Type 3,IT Services,Information Technology,$1 to $2 billion (USD),-1,-1,767
1026,Data Analyst/Engineer,$43K-$94K (Glassdoor est.),101,3,"The Accuro Group
3.0","Tempe, AZ","Raleigh, NC",201 to 500 employees,2003,Company - Private,Type 7,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,850
1027,Finance Data Analyst,$43K-$94K (Glassdoor est.),75,4.9,"TekCom Resources, Inc.
4.9","Phoenix, AZ","King of Prussia, PA",51 to 200 employees,2005,Company - Private,Type 4,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1,507
1028,Data Analyst/Business Analyst with SQL,$43K-$94K (Glassdoor est.),144,3.9,"Diverse Lynx
3.9","Phoenix, AZ","Princeton, NJ",501 to 1000 employees,2002,Company - Private,Type 8,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,270
1029,Financial Data Analyst,$43K-$94K (Glassdoor est.),187,4.3,"Na Ali'i
4.3","DC Ranch, AZ","Honolulu, HI",201 to 500 employees,2003,Company - Private,Type 9,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,683
1030,Technical Business/Data Analyst,$43K-$94K (Glassdoor est.),109,-1,"Capgemini America, Inc.","Tempe, AZ",-1,-1,-1,-1,Type 2,-1,-1,-1,-1,-1,707
1031,Accounting Data Analyst,$43K-$94K (Glassdoor est.),134,4.5,"Mastech Digital
4.5","Phoenix, AZ","Moon Township, PA",1001 to 5000 employees,1986,Company - Public,Type 6,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,575
1032,Data Analyst/Scientist Intern,$43K-$94K (Glassdoor est.),177,-1,Minit Charger,"Tempe, AZ","Cranbury, NJ",1 to 50 employees,-1,Company - Private,Type 1,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,70
1033,Senior Data Analyst,$43K-$94K (Glassdoor est.),103,-1,Discount Tire Corporate Careers,"Scottsdale, AZ",-1,-1,-1,-1,Type 1,-1,-1,-1,-1,-1,642
1034,Data Engineer/Database Analyst/Data Analyst,$43K-$94K (Glassdoor est.),126,3.7,"Infotree Service Inc
3.7","Chandler, AZ","Canton, MI",51 to 200 employees,2004,Company - Private,Type 3,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,-1,262
1035,Data System Analyst with SQL,$43K-$94K (Glassdoor est.),91,4.3,"Wilco Source
4.3","Scottsdale, AZ","Santa Clara, CA",51 to 200 employees,-1,Company - Private,Type 3,-1,-1,Unknown / Non-Applicable,-1,-1,467
1036,Senior Data Analyst,$43K-$94K (Glassdoor est.),170,-1,Green Lion Search Group,"Tempe, AZ",-1,-1,-1,-1,Type 7,-1,-1,-1,-1,-1,81
1037,ETL QA / Data Analyst,$43K-$94K (Glassdoor est.),52,4.2,"Pegasus Knowledge Solutions
4.2","Scottsdale, AZ","Schaumburg, IL",201 to 500 employees,-1,Company - Private,Type 1,Accounting,Accounting & Legal,$1 to $5 million (USD),-1,-1,29
1038,Analyst Pharmacy Quality Data,$43K-$94K (Glassdoor est.),172,2.7,"AllianceRx Walgreens Prime
2.7","Tempe, AZ","Orlando, FL",1001 to 5000 employees,2017,Company - Private,Type 8,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,-1,829
1039,"Analyst, Global Data Governance & Strategy",$43K-$94K (Glassdoor est.),186,2.9,"Circle K Stores, Inc.
2.9","Tempe, AZ","Tempe, AZ",10000+ employees,1951,Company - Public,Type 6,Gas Stations,Retail,$2 to $5 billion (USD),-1,-1,89
1040,SQL/SAS Data Analyst,$43K-$94K (Glassdoor est.),148,3.6,"Signature Consultants
3.6","Chandler, AZ","Fort Lauderdale, FL",1001 to 5000 employees,1997,Company - Private,Type 7,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"ComforceHealth, TEKsystems, Allegis Group",-1,949
1041,Senior Data Analyst,$43K-$94K (Glassdoor est.),131,-1,Pure Flix Digital,"Scottsdale, AZ",-1,-1,-1,-1,Type 6,-1,-1,-1,-1,-1,553
1042,Risk/Regulatory Reporting Project Data Analyst,$43K-$94K (Glassdoor est.),63,3.1,"MUFG
3.1","Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Type 7,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,696
1043,Data Architect /Data Modeler/Data Analyst,$43K-$94K (Glassdoor est.),98,4.4,"Softcom Systems
4.4","Phoenix, AZ","Princeton, NJ",1 to 50 employees,-1,Company - Private,Type 6,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,550
1044,Data Analyst - Mid-Level,$43K-$94K (Glassdoor est.),114,3.5,"The Judge Group, Inc.
3.5","Tempe, AZ","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Type 9,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",-1,797
1045,Sr. Data Business Analyst-Docutech,$43K-$94K (Glassdoor est.),98,3.4,"First American Financial Corporation
3.4","Scottsdale, AZ","Santa Ana, CA",10000+ employees,1889,Company - Public,Type 8,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,-1,136
1046,Information Security Data Analyst,$43K-$94K (Glassdoor est.),100,3.6,"ICST, LLC
3.6","Glendale, AZ","South Portland, ME",501 to 1000 employees,1996,Company - Private,Type 2,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,375
1047,Financial and Data Analyst,$43K-$94K (Glassdoor est.),171,3.8,"Equity Methods
3.8","Scottsdale, AZ","Scottsdale, AZ",51 to 200 employees,-1,Company - Private,Type 5,Consulting,Business Services,$10 to $25 million (USD),-1,-1,112
1048,Transportation Data Analyst,$43K-$94K (Glassdoor est.),119,-1,Desert Choice Transport,"Glendale, AZ",-1,-1,-1,-1,Type 8,-1,-1,-1,-1,-1,596
1049,Civil Engineer/GIS Data Analyst,$43K-$94K (Glassdoor est.),101,3.7,"Stantec
3.7","Chandler, AZ","Edmonton, Canada",10000+ employees,1954,Company - Public,Type 5,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD),-1,-1,786
1050,IT Data Protection Analyst,$43K-$94K (Glassdoor est.),146,3.7,"CSAA Insurance Group
3.7","Glendale, AZ","Walnut Creek, CA",1001 to 5000 employees,1914,Company - Private,Type 7,Insurance Carriers,Insurance,Unknown / Non-Applicable,"GEICO, Allstate, State Farm",-1,961
1051,Business Intelligence - Data Analyst,$43K-$94K (Glassdoor est.),179,3.8,"Crisis Response Network
3.8","Tempe, AZ","Tempe, AZ",51 to 200 employees,2007,Nonprofit Organization,Type 8,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),-1,-1,776
1052,"Junior Data Analyst-Phoenix, AZ",$43K-$94K (Glassdoor est.),118,5,"Georgia IT Inc.
5.0","Phoenix, AZ","Alpharetta, GA",1 to 50 employees,-1,Company - Private,Type 3,-1,-1,Less than $1 million (USD),-1,-1,908
1053,"Data Analyst- San Antonio, Des Moines",$43K-$94K (Glassdoor est.),79,4.1,"Kforce
4.1","Chandler, AZ","Tampa, FL",10000+ employees,1966,Company - Public,Type 2,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,825
1054,Data Analyst Senior,$43K-$94K (Glassdoor est.),126,4.1,"Kineticom
4.1","Chandler, AZ","San Diego, CA",201 to 500 employees,2000,Company - Private,Type 4,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),"NEXTGEN GLOBAL RESOURCES, Wavsys, TEKsystems",-1,223
1055,(Data Analyst) BA/BSA,$45K-$78K (Glassdoor est.),92,4.1,"InterSources Inc.
4.1","Mesa, AZ","Fremont, CA",51 to 200 employees,2007,Company - Private,Type 2,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,932
1056,Card Data Analyst,$45K-$78K (Glassdoor est.),137,4,"GTN Technical Staffing
4.0","Tempe, AZ","Dallas, TX",201 to 500 employees,2000,Company - Private,Type 1,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),"MATRIX Resources, The Insource Group, TEKsystems",-1,842
1057,"IT Data Analyst, TS/SCI with Poly",$45K-$78K (Glassdoor est.),58,3.8,"AOC Solutions, Inc.
3.8","DC Ranch, AZ","Chantilly, VA",51 to 200 employees,1996,Company - Private,Type 5,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,-1,701
1058,"Senior Analyst, Global Data Governance & Strategy",$45K-$78K (Glassdoor est.),132,2.9,"Circle K Stores, Inc.
2.9","Tempe, AZ","Tempe, AZ",10000+ employees,1951,Company - Public,Type 6,Gas Stations,Retail,$2 to $5 billion (USD),-1,-1,168
1059,Data Analyst with ETL tools and EDW,$45K-$78K (Glassdoor est.),132,-1,LiveMindz,"Tempe, AZ","Dallas, TX",51 to 200 employees,-1,Company - Private,Type 3,-1,-1,Unknown / Non-Applicable,-1,-1,996
1060,"Underwriting Analyst (strong data analytics in actuarial, statistics etc)",$45K-$78K (Glassdoor est.),158,3.1,"Blue Cross Blue Shield of Arizona
3.1","Phoenix, AZ","Phoenix, AZ",1001 to 5000 employees,1939,Nonprofit Organization,Type 6,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,-1,942
1061,JPSC-6986 - Data Governance Analyst,$45K-$78K (Glassdoor est.),126,4.5,"Avani Technology Solutions
4.5","Scottsdale, AZ","Rochester, NY",501 to 1000 employees,2008,Company - Private,Type 9,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,38
1062,Project Regulatory/Risk Data Analyst,$45K-$78K (Glassdoor est.),180,3.1,"MUFG
3.1","Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Type 6,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,866
1063,Marketing Data Analyst Coordinator,$45K-$78K (Glassdoor est.),139,-1,AUDACIOUS STUDIOS LLC,"Tempe, AZ","Tempe, AZ",Unknown,-1,Company - Private,Type 1,-1,-1,Unknown / Non-Applicable,-1,-1,148
1064,Language Data Analyst,$45K-$78K (Glassdoor est.),105,2.8,"TransPerfect
2.8","Tempe, AZ","New York, NY",1001 to 5000 employees,1992,Company - Private,Type 8,Consulting,Business Services,$500 million to $1 billion (USD),-1,-1,594
1065,Senior Analyst - Client Data,$45K-$78K (Glassdoor est.),67,2.9,"CVS Health
2.9","Scottsdale, AZ","Woonsocket, RI",10000+ employees,1963,Company - Public,Type 9,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Walmart, Walgreens, Express Scripts",-1,659
1066,Data Analyst II,$41K-$78K (Glassdoor est.),141,3.6,"Greenphire
3.6","King of Prussia, PA","King of Prussia, PA",201 to 500 employees,2008,Company - Private,Type 8,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"DrugDev , Bracket, Bioclinica",-1,74
1067,Data Analyst - Priceguide,$41K-$78K (Glassdoor est.),185,3.6,"ECRI
3.6","Plymouth Meeting, PA","Plymouth Meeting, PA",201 to 500 employees,1968,Nonprofit Organization,Type 3,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,899
1068,Sr Data Analyst,$41K-$78K (Glassdoor est.),96,2.3,"United BioSource
2.3","Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Type 5,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",-1,596
1069,Junior Data Analyst,$41K-$78K (Glassdoor est.),64,3.2,"Revantage Corporate Services
3.2","Fort Washington, PA","Chicago, IL",201 to 500 employees,2017,Company - Private,Type 6,Real Estate,Real Estate,Unknown / Non-Applicable,-1,-1,19
1070,Sr. Data Analyst,$41K-$78K (Glassdoor est.),153,3.6,"Community Behavioral Health
3.6","Philadelphia, PA","Phila, PA",201 to 500 employees,1994,Company - Private,Type 5,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,-1,798
1071,Data Analyst,$41K-$78K (Glassdoor est.),82,4.7,"STRATIS IoT Inc
4.7","Philadelphia, PA","Philadelphia, PA",1 to 50 employees,2013,Company - Private,Type 1,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,621
1072,Data Analyst,$41K-$78K (Glassdoor est.),174,3.9,"Ampcus Incorporated
3.9","Philadelphia, PA","Chantilly, VA",501 to 1000 employees,2004,Company - Private,Type 2,Consulting,Business Services,$50 to $100 million (USD),-1,-1,906
1073,Data Analyst,$41K-$78K (Glassdoor est.),87,3.9,"Mondo
3.9","Wilmington, DE","New York, NY",51 to 200 employees,2000,Company - Private,Type 2,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,794
1074,Data Analyst - Entry Level,$41K-$78K (Glassdoor est.),142,-1,2000 east westmoreland st llc,"King of Prussia, PA",-1,-1,-1,-1,Type 1,-1,-1,-1,-1,-1,8
1075,SQL Data Analyst,$41K-$78K (Glassdoor est.),78,3.9,"Mondo
3.9","Malvern, PA","New York, NY",51 to 200 employees,2000,Company - Private,Type 5,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,549
1076,Data Analyst,$41K-$78K (Glassdoor est.),161,3.8,"Seer Interactive
3.8","Philadelphia, PA","Philadelphia, PA",51 to 200 employees,2002,Company - Private,Type 7,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,570
1077,Junior Data Analyst,$41K-$78K (Glassdoor est.),196,5,"Staffigo Technical Services, LLC
5.0","Philadelphia, PA","Woodridge, IL",51 to 200 employees,2008,Company - Private,Type 1,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,895
1078,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",$41K-$78K (Glassdoor est.),108,-1,Ernst & Young LLP,"Philadelphia, PA",-1,-1,-1,-1,Type 2,-1,-1,-1,-1,-1,399
1079,Data Analyst,$41K-$78K (Glassdoor est.),65,3.7,"Tetra Tech, Inc.
3.7","Philadelphia, PA","Pasadena, CA",10000+ employees,1966,Company - Public,Type 5,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),-1,-1,356
1080,Pharmaceutical Data Analyst,$41K-$78K (Glassdoor est.),108,5,"Keen360, Inc.
5.0","Horsham, PA","King of Prussia, PA",1 to 50 employees,-1,Company - Private,Type 1,-1,-1,Unknown / Non-Applicable,-1,-1,59
1081,Data Analyst,$41K-$78K (Glassdoor est.),98,3.5,"The Judge Group, Inc.
3.5","Camden, NJ","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Type 7,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",-1,204
1082,Data Analyst,$41K-$78K (Glassdoor est.),158,3.8,"Apex Systems
3.8","Philadelphia, PA","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Type 9,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",TRUE,120
1083,Data Analyst,$41K-$78K (Glassdoor est.),194,4.2,"Micro-Data Systems, Inc.
4.2","Philadelphia, PA","Holmdel, NJ",51 to 200 employees,1992,Company - Private,Type 1,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,881
1084,Data Analyst,$41K-$78K (Glassdoor est.),50,3.3,"Techligent
3.3","Philadelphia, PA","Vienna, VA",1 to 50 employees,-1,Company - Private,Type 5,IT Services,Information Technology,Less than $1 million (USD),-1,-1,956
1085,Data Analyst - Data Science,$41K-$78K (Glassdoor est.),137,3.3,"Gopuff
3.3","Philadelphia, PA","Philadelphia, PA",1001 to 5000 employees,2013,Company - Private,Type 9,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable,-1,-1,600
1086,Data Analyst,$41K-$78K (Glassdoor est.),50,4.1,"Collabera
4.1","Philadelphia, PA","Basking Ridge, NJ",10000+ employees,1991,Company - Private,Type 6,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",-1,699
1087,Data Reporting Analyst,$41K-$78K (Glassdoor est.),96,3.9,"Mondo
3.9","Feasterville Trevose, PA","New York, NY",51 to 200 employees,2000,Company - Private,Type 5,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,121
1088,Data Analyst,$41K-$78K (Glassdoor est.),115,4.3,"University of Pennsylvania
4.3","Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Type 6,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",-1,10
1089,Data Analyst,$41K-$78K (Glassdoor est.),139,4.1,"VSE, Inc.
4.1","Feasterville Trevose, PA","Langhorne, PA",1 to 50 employees,-1,Company - Private,Type 5,"Cable, Internet & Telephone Providers",Telecommunications,$5 to $10 million (USD),-1,-1,362
1090,Data Analyst,$41K-$78K (Glassdoor est.),168,3.5,"Eastern Metal Recycling
3.5","Camden, NJ","Warrington, United Kingdom",1001 to 5000 employees,-1,Company - Private,Type 4,Metals Brokers,Mining & Metals,$2 to $5 billion (USD),-1,-1,867
1091,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",$41K-$78K (Glassdoor est.),134,3.8,"EY
3.8","Philadelphia, PA","London, United Kingdom",10000+ employees,1989,Company - Private,Type 6,Accounting,Accounting & Legal,$10+ billion (USD),"Deloitte, KPMG, PwC",-1,495
1092,Data Analyst,$41K-$78K (Glassdoor est.),130,3.6,"Red Tettemer
3.6","Philadelphia, PA","Philadelphia, PA",51 to 200 employees,-1,Company - Private,Type 3,Advertising & Marketing,Business Services,$10 to $25 million (USD),-1,TRUE,569
1093,Data Reporting Analyst,$41K-$78K (Glassdoor est.),160,3.5,"Robert Half
3.5","Philadelphia, PA","Menlo Park, CA",10000+ employees,1948,Company - Public,Type 2,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",-1,771
1094,"Jr. Data Analyst, Master Data",$38K-$68K (Glassdoor est.),158,3.2,"IntegriChain
3.2","Philadelphia, PA","Philadelphia, PA",201 to 500 employees,2005,Company - Private,Type 8,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,143
1095,Data Analyst,$38K-$68K (Glassdoor est.),173,2.4,"PMHCC Inc.
2.4","Philadelphia, PA","Philadelphia, PA",501 to 1000 employees,1987,Nonprofit Organization,Type 6,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,204
1096,Neuroimaging Data Analyst Junior,$38K-$68K (Glassdoor est.),129,4.3,"University of Pennsylvania
4.3","Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Type 9,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",-1,250
